confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
11	1	2	1	1	0.6868360663642665	-12.758720789165585	0.9999999999999999	0.3063576139949702	C10H16O4S	[M - H]-	MIOPJNTWMNEORI	InChI=1S/C10H16O4S/c1-9(2)7-3-4-10(9,8(11)5-7)6-15(12,13)14/h7H,3-6H2,1-2H3,(H,12,13,14)	Ambap5872-08-2	CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C	0.5	18462;65617;131278;218580;3033951;3057042;3680404;3798890;5771688;6992131;6993953;10220257;22806849;23308876;23308881;43833349;49791901;56609960;58892582;59847847;129831758	NORMAN:(NS00041086);COCONUT:(CNP0327860);PubChem:(18462 65617 131278 218580 3033951 3057042 3680404 3798890 5771688 6992131 6993953 10220257 22806849 23308876 23308881 43833349 49791901 56609960 58892582 59847847 129831758);CHEBI:(55384 55379 55408 55407 55403 55401);additional;MeSH:(18462 65617);PubChem class - safety and toxic;Training Set;PubMed	70008934	231.0677	237.83502	1595_all_features_Matched_for_GNPS_msLevel2retentionTime237.83502scanNum163	FT0125
12	1	3	1	1	0.6787724087797011	-13.21507397863636	0.9999999999999999	-0.5183029036782716	C10H16O4S	[M - H]-	MIOPJNTWMNEORI	InChI=1S/C10H16O4S/c1-9(2)7-3-4-10(9,8(11)5-7)6-15(12,13)14/h7H,3-6H2,1-2H3,(H,12,13,14)	Ambap5872-08-2	CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C	0.5	18462;65617;131278;218580;3033951;3057042;3680404;3798890;5771688;6992131;6993953;10220257;22806849;23308876;23308881;43833349;49791901;56609960;58892582;59847847;129831758	NORMAN:(NS00041086);COCONUT:(CNP0327860);PubChem:(18462 65617 131278 218580 3033951 3057042 3680404 3798890 5771688 6992131 6993953 10220257 22806849 23308876 23308881 43833349 49791901 56609960 58892582 59847847 129831758);CHEBI:(55384 55379 55408 55407 55403 55401);additional;MeSH:(18462 65617);PubChem class - safety and toxic;Training Set;PubMed	70008934	231.0663	238.51902	1521_all_features_Matched_for_GNPS_msLevel2retentionTime238.51902scanNum156	FT0125
13	1	1	1	4	0.6760399665637462	-443.25331276323266	0.040703517587939705	65.83703038671256	C32H26N6O5	[M - H]-	JZUVVTPSJAHDMJ	InChI=1S/C32H26N6O5/c1-37-30(20-11-14-33-15-12-20)29(32(40)38(37)21-7-5-4-6-8-21)31(39)36-28-10-9-22(19-35-28)43-25-13-16-34-24-18-27(42-3)26(41-2)17-23(24)25/h4-19H,1-3H3,(H,35,36,39)	N-[5-(6,7-dimethoxyquinolin-4-yl)oxypyridin-2-yl]-1-methyl-3-oxo-2-phenyl-5-pyridin-4-ylpyrazole-4-carboxamide	CN1C(=C(C(=O)N1C2=CC=CC=C2)C(=O)NC3=NC=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OC)OC)C6=CC=NC=C6	4.19999981	11963346	PubChem:(11963346);PubMed;PubChem class - bio and metabolites	16777282	573.1896	539.94996	678_all_features_Matched_for_GNPS_msLevel2retentionTime539.94996scanNum705	FT0860
14	1	1	1	1	0.6698560119263067	-12.93400413320747	0.9999999999999999	6.607322033437681	C10H16O4S	[M - H]-	MIOPJNTWMNEORI	InChI=1S/C10H16O4S/c1-9(2)7-3-4-10(9,8(11)5-7)6-15(12,13)14/h7H,3-6H2,1-2H3,(H,12,13,14)	Ambap5872-08-2	CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C	0.5	18462;65617;131278;218580;3033951;3057042;3680404;3798890;5771688;6992131;6993953;10220257;22806849;23308876;23308881;43833349;49791901;56609960;58892582;59847847;129831758	NORMAN:(NS00041086);COCONUT:(CNP0327860);PubChem:(18462 65617 131278 218580 3033951 3057042 3680404 3798890 5771688 6992131 6993953 10220257 22806849 23308876 23308881 43833349 49791901 56609960 58892582 59847847 129831758);CHEBI:(55384 55379 55408 55407 55403 55401);additional;MeSH:(18462 65617);PubChem class - safety and toxic;Training Set;PubMed	70008934	231.0671	239.001	1650_all_features_Matched_for_GNPS_msLevel2retentionTime239.001scanNum1691	FT0125
15	1	1	1	1	0.6329812509049277	-4.21133920004724	0.9999999999999999	18.571295156319305	C9H11NO4	[M - H]-	WTDRDQBEARUVNC	InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)	Dopaflex	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	-0.155139655	836;6047;92222;450581;450884;6914094;6971033;6989908;9837066;12297001;12297005;10198062;11310141;11401373;20679676;21677749;25240803;25241097;24994585;49849663;51038300;51038301;51038302;51038303;51038518;54448348;57422611;58663891;76955701;87632701;87632959;87633571;87633737;87633739;87422927;87422982;87423076;87423093;92043335;91512368;102317612;102602062;119076949;119078130;118292923;129223627;131845238;131953155;131953156;131953157	HMDB:(181 609);SuperNatural:(SN00156108 SN00001741);ZINC bio:(ZINC00895199 ZINC01506908);additional;HSDB:(59-92-7);MeSH:(836 6047 6971033);Plantcyc:(L-DIHYDROXY-PHENYLALANINE);PubMed;NORMAN:(NS00006424);COCONUT:(CNP0290328);KNApSAcK:(1357);Natural Products:(UNPD105928 UNPD186518);PubChem:(836 6047 92222 450581 450884 6914094 6971033 6989908 9837066 12297001 12297005 10198062 11310141 11401373 20679676 21677749 25240803 25241097 24994585 49849663 51038300 51038301 51038302 51038303 51038518 54448348 57422611 58663891 76955701 87632701 87632959 87633571 87633737 87633739 87422927 87422982 87423076 87423093 92043335 91512368 102317612 102602062 119076949 119078130 118292923 129223627 131845238 131953155 131953156 131953157);YMDB Mine;CHEBI:(49169 67012 49168 15765 57504);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00355);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(L-DIHYDROXY-PHENYLALANINE)	51661171582	196.0601	30.817002	833_all_features_Matched_for_GNPS_msLevel2retentionTime30.817scanNum866	FT0099
16	1	1	1	1	0.6214164510715726	-186.8791399130009	0.9999999999999999	9.357735399153547	C29H32O13	[M - H]-	MLGRWAZPBZFAGL	InChI=1S/C29H32O13/c1-12(10-39-28-25(33)24(32)23(31)21(9-30)41-28)17-6-14-16(40-17)5-4-13-26(14)42-22-11-38-18-8-20(37-3)19(36-2)7-15(18)29(22,35)27(13)34/h4-5,7-8,17,21-25,28,30-33,35H,1,6,9-11H2,2-3H3	Dalbin	COC1=C(C=C2C(=C1)C3(C(CO2)OC4=C(C3=O)C=CC5=C4CC(O5)C(=C)COC6C(C(C(C(O6)CO)O)O)O)O)OC	0.5	21676234;44257405	COCONUT:(CNP0386462);KNApSAcK:(10181);Natural Products:(UNPD166313 UNPD65706);PubChem:(21676234 44257405);SuperNatural:(SN00383535 SN00389531);PubMed	3178578	587.1748	499.14702	840_all_features_Matched_for_GNPS_msLevel2retentionTime499.14702scanNum873	FT0903
17	1	1	1	1	0.6049854587631829	-177.74360262571355	0.9999999999999999	5.834709215963263	C29H32O13	[M - H]-	MLGRWAZPBZFAGL	InChI=1S/C29H32O13/c1-12(10-39-28-25(33)24(32)23(31)21(9-30)41-28)17-6-14-16(40-17)5-4-13-26(14)42-22-11-38-18-8-20(37-3)19(36-2)7-15(18)29(22,35)27(13)34/h4-5,7-8,17,21-25,28,30-33,35H,1,6,9-11H2,2-3H3	Dalbin	COC1=C(C=C2C(=C1)C3(C(CO2)OC4=C(C3=O)C=CC5=C4CC(O5)C(=C)COC6C(C(C(C(O6)CO)O)O)O)O)OC	0.5	21676234;44257405	COCONUT:(CNP0386462);KNApSAcK:(10181);Natural Products:(UNPD166313 UNPD65706);PubChem:(21676234 44257405);SuperNatural:(SN00383535 SN00389531);PubMed	3178578	587.1759	498.70104	628_all_features_Matched_for_GNPS_msLevel2retentionTime498.70104scanNum651	FT0903
18	1	2	1	10	0.5963928248752733	-167.3507245192733	0.17085427135678394	45.54914901606556	C32H30O13	[M - H]-	OENCTPINFNHOAQ	InChI=1S/C32H30O13/c1-40-19-10-6-17(7-11-19)30-31(27(37)25-21(34)13-20(41-2)14-22(25)43-30)45-32-29(39)28(38)26(36)23(44-32)15-42-24(35)12-5-16-3-8-18(33)9-4-16/h3-14,23,26,28-29,32-34,36,38-39H,15H2,1-2H3	Kaempferol 7,4''-dimethyl ether 3-(6''''-(E)-p-coumarylglucoside)	COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC4C(C(C(C(O4)COC(=O)C=CC5=CC=C(C=C5)O)O)O)O	3.0999999	44259572;102152494	COCONUT:(CNP0405237);Natural Products:(UNPD115157);PubChem:(44259572 102152494);SuperNatural:(SN00299968)	3178498	621.1466	417.01602	325_all_features_Matched_for_GNPS_msLevel2retentionTime417.01602scanNum334	FT0966
19	1	1	1	1	0.589175738288025	-5.030835980139251	0.9999999999999999	22.891378937387895	C23H22O13	[M - H]-	IGLUNMMNDNWZOA	InChI=1S/C23H22O13/c1-8(24)33-7-15-17(29)19(31)20(32)23(35-15)36-22-18(30)16-13(28)5-10(25)6-14(16)34-21(22)9-2-3-11(26)12(27)4-9/h2-6,15,17,19-20,23,25-29,31-32H,7H2,1H3	6''-O-Acetylhyperoside	CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	0.400000006	10006384;15596585;25230434;24211981;40484452;40484453;44259117;44259187;51521838;51521839;92468678;92468679;93939966;93939967;133554338	HMDB:(29271 37366);SuperNatural:(SN00011117 SN00020222 SN00020221 SN00011116 SN00036284 SN00161364);ZINC bio:(ZINC04349592 ZINC04349599 ZINC04349604 ZINC13424738 ZINC13424739 ZINC14684644 ZINC14684645);additional;PubMed;COCONUT:(CNP0097294 CNP0106199);KNApSAcK:(5946);Natural Products:(UNPD156085 UNPD84148);PubChem:(10006384 15596585 25230434 24211981 40484452 40484453 44259117 44259187 51521838 51521839 92468678 92468679 93939966 93939967 133554338);PubChem class - bio and metabolites;Training Set;KEGG Mine	8610439258	505.0975	401.14902	949_all_features_Matched_for_GNPS_msLevel2retentionTime401.14902scanNum985	FT0772
20	1	1	1	1	0.5873407821310932	-4.196953736501264	0.9984924623115577	19.331944312796384	C7H12O6	[M - H]-	AAWZDTNXLSGCEK	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)	L-Quinate	C1C(C(C(CC1(C(=O)O)O)O)O)O	-2.4000001	1064;6508;37439;1560034;1268037;6560875;6971023;17751038;57817184;59400405	HMDB:(3072);SuperNatural:(SN00301797 SN00001739 SN00002573 SN00368035 SN00302919 SN00017899);ZINC bio:(ZINC00895164 ZINC01764753 ZINC12343390);additional;MeSH:(6508);Plantcyc:(QUINATE);PubMed;NORMAN:(NS00006789);COCONUT:(CNP0163128 CNP0205647);KNApSAcK:(1201);Natural Products:(UNPD77472 UNPD157674 UNPD68951 UNPD93570);PubChem:(1064 6508 37439 1560034 1268037 6560875 6971023 17751038 57817184 59400405);YMDB Mine;CHEBI:(36124 29751 17521);PubChem class - bio and metabolites;KEGG:(C00296);PubChem class - safety and toxic;Training Set;Biocyc:(QUINATE)	34447747454	191.0534	202.383	523_all_features_Matched_for_GNPS_msLevel2retentionTime202.383scanNum539	FT0083
21	1	1	1	1	0.5735733998161567	-6.65828411404545	0.9999999999999999	10.471865632688104	C23H22O13	[M - H]-	IGLUNMMNDNWZOA	InChI=1S/C23H22O13/c1-8(24)33-7-15-17(29)19(31)20(32)23(35-15)36-22-18(30)16-13(28)5-10(25)6-14(16)34-21(22)9-2-3-11(26)12(27)4-9/h2-6,15,17,19-20,23,25-29,31-32H,7H2,1H3	6''-O-Acetylhyperoside	CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	0.400000006	10006384;15596585;25230434;24211981;40484452;40484453;44259117;44259187;51521838;51521839;92468678;92468679;93939966;93939967;133554338	HMDB:(29271 37366);SuperNatural:(SN00011117 SN00020222 SN00020221 SN00011116 SN00036284 SN00161364);ZINC bio:(ZINC04349592 ZINC04349599 ZINC04349604 ZINC13424738 ZINC13424739 ZINC14684644 ZINC14684645);additional;PubMed;COCONUT:(CNP0097294 CNP0106199);KNApSAcK:(5946);Natural Products:(UNPD156085 UNPD84148);PubChem:(10006384 15596585 25230434 24211981 40484452 40484453 44259117 44259187 51521838 51521839 92468678 92468679 93939966 93939967 133554338);PubChem class - bio and metabolites;Training Set;KEGG Mine	8610439258	505.0988	396.48498	1067_all_features_Matched_for_GNPS_msLevel2retentionTime396.48498scanNum110	FT0772
22	1	1	1	1	0.570090337349936	-5.352213195013636	0.9999999999999999	27.741716767378815	C7H12O6	[M - H]-	AAWZDTNXLSGCEK	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)	L-Quinate	C1C(C(C(CC1(C(=O)O)O)O)O)O	-2.4000001	1064;6508;37439;1560034;1268037;6560875;6971023;17751038;57817184;59400405	HMDB:(3072);SuperNatural:(SN00301797 SN00001739 SN00002573 SN00368035 SN00302919 SN00017899);ZINC bio:(ZINC00895164 ZINC01764753 ZINC12343390);additional;MeSH:(6508);Plantcyc:(QUINATE);PubMed;NORMAN:(NS00006789);COCONUT:(CNP0163128 CNP0205647);KNApSAcK:(1201);Natural Products:(UNPD77472 UNPD157674 UNPD68951 UNPD93570);PubChem:(1064 6508 37439 1560034 1268037 6560875 6971023 17751038 57817184 59400405);YMDB Mine;CHEBI:(36124 29751 17521);PubChem class - bio and metabolites;KEGG:(C00296);PubChem class - safety and toxic;Training Set;Biocyc:(QUINATE)	34447747454	191.0539	199.40802	1396_all_features_Matched_for_GNPS_msLevel2retentionTime199.40802scanNum143	FT0083
23	1	1	1	1	0.5636189238961923	-8.895089861926765	0.9999999999999999	60.06723100769769	C9H11NO4	[M - H]-	WTDRDQBEARUVNC	InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)	Dopaflex	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	-0.155139655	836;6047;92222;450581;450884;6914094;6971033;6989908;9837066;12297001;12297005;10198062;11310141;11401373;20679676;21677749;25240803;25241097;24994585;49849663;51038300;51038301;51038302;51038303;51038518;54448348;57422611;58663891;76955701;87632701;87632959;87633571;87633737;87633739;87422927;87422982;87423076;87423093;92043335;91512368;102317612;102602062;119076949;119078130;118292923;129223627;131845238;131953155;131953156;131953157	HMDB:(181 609);SuperNatural:(SN00156108 SN00001741);ZINC bio:(ZINC00895199 ZINC01506908);additional;HSDB:(59-92-7);MeSH:(836 6047 6971033);Plantcyc:(L-DIHYDROXY-PHENYLALANINE);PubMed;NORMAN:(NS00006424);COCONUT:(CNP0290328);KNApSAcK:(1357);Natural Products:(UNPD105928 UNPD186518);PubChem:(836 6047 92222 450581 450884 6914094 6971033 6989908 9837066 12297001 12297005 10198062 11310141 11401373 20679676 21677749 25240803 25241097 24994585 49849663 51038300 51038301 51038302 51038303 51038518 54448348 57422611 58663891 76955701 87632701 87632959 87633571 87633737 87633739 87422927 87422982 87423076 87423093 92043335 91512368 102317612 102602062 119076949 119078130 118292923 129223627 131845238 131953155 131953156 131953157);YMDB Mine;CHEBI:(49169 67012 49168 15765 57504);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00355);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(L-DIHYDROXY-PHENYLALANINE)	51661171582	196.0595	24.631002000000002	578_all_features_Matched_for_GNPS_msLevel2retentionTime26.917scanNum596	FT0099
24	1	3	1	1	0.5597470339867697	-199.49426305979358	0.9989949748743718	9.785935403269798	C29H32O13	[M - H]-	MLGRWAZPBZFAGL	InChI=1S/C29H32O13/c1-12(10-39-28-25(33)24(32)23(31)21(9-30)41-28)17-6-14-16(40-17)5-4-13-26(14)42-22-11-38-18-8-20(37-3)19(36-2)7-15(18)29(22,35)27(13)34/h4-5,7-8,17,21-25,28,30-33,35H,1,6,9-11H2,2-3H3	Dalbin	COC1=C(C=C2C(=C1)C3(C(CO2)OC4=C(C3=O)C=CC5=C4CC(O5)C(=C)COC6C(C(C(C(O6)CO)O)O)O)O)OC	0.5	21676234;44257405	COCONUT:(CNP0386462);KNApSAcK:(10181);Natural Products:(UNPD166313 UNPD65706);PubChem:(21676234 44257405);SuperNatural:(SN00383535 SN00389531);PubMed	3178578	587.1766	495.82698	794_all_features_Matched_for_GNPS_msLevel2retentionTime495.82698scanNum827	FT0903
