formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id	featureId
1	C14H17N7O16	[M - H]-	C14H17N7O16	0.16030150753768846	21.56316104122825	21.56316104122825	0.0	11	0.8419129931169669	-2.6737960255027082	2.6737960255027082	-10.223781399770665		538.06040	591.91002	12_all_features_Matched_for_GNPS_msLevel2retentionTime591.91002scanNum13	FT0808
1	C19H33N8O5P3S	[M - H]-	C19H33N8O5P3S	0.008542713567839198	19.68130782659858	19.68130782659858	0.0	12	0.7770051552571634	3.5370430050324577	4.3616250742659215	-7.399590791087837		577.13920	370.311	13_all_features_Matched_for_GNPS_msLevel2retentionTime370.311scanNum14	FT0877
1	C23H44O8	[M - H]-	C23H44O8	0.7532663316582915	3.5	3.5	0.0	1	0.0	NaN	NaN	8.848829501181502		447.30030	415.47102	14_all_features_Matched_for_GNPS_msLevel2retentionTime415.47102scanNum15	FT0664
1	C23H12O	[M - H]-	C23H12O	0.8683417085427136	3.3748277191794465	3.3748277191794465	0.0	1	0.0	-1.479973261989451	1.479973261989451	1.5225189571191597		303.08200	631.5765	15_all_features_Matched_for_GNPS_msLevel2retentionTime626.625scanNum16	FT0288
1	C21H16O5	[M - H]-	C21H16O5	0.2	8.073580068996446	8.073580068996446	0.0	2	0.019456558201945657	-8.229001190716929	8.229001190716929	-5.17778180001744		347.09070	631.3479	16_all_features_Matched_for_GNPS_msLevel2retentionTime626.3958scanNum18	FT0419
1	C20H22N2O	[M - H]-	C20H22N2O	0.4115577889447236	1.0	1.0	0.0	1	0.0	NaN	NaN	1.8453142483260914		305.16650	255.10002	17_all_features_Matched_for_GNPS_msLevel2retentionTime255.10002scanNum20	FT0298
1	C5H6N2S	[M - H]-	C5H6N2S	0.9336683417085428	-0.7926415384383736	-0.7926415384383736	0.0	1	0.0	-3.381446684636833	3.381446684636833	2.4577228798442365		125.01820	41.152998	18_all_features_Matched_for_GNPS_msLevel2retentionTime41.153scanNum21p	FT0009
1	C6H6N2O2S	[M - H]-	C6H6N2O2S	0.9949748743718594	6.919186808616696	6.919186808616696	0.0	2	1.0	7.976875258953229	7.976875258953229	-9.00546790268783		169.00620	40.239	19_all_features_Matched_for_GNPS_msLevel2retentionTime40.239scanNum22p	FT0057
1	C18H38N4O	[M - H]-	C18H38N4O	0.9894472361809046	0.9407844513697773	0.9407844513697773	0.0	1	0.0	0.7212354112278415	0.7212354112278415	1.2745743071927285		325.29770	682.0008	20_all_features_Matched_for_GNPS_msLevel2retentionTime682.0008scanNum23	FT0347
1	C14H20N6O9S	[M - H]-	C14H20N6O9S	5.025125628140704E-4	26.02806373074912	26.02806373074912	0.0	11	0.8929418742586002	0.6313708976603488	2.825425591008101	-13.131120934489068		447.08810	334.63998	21_all_features_Matched_for_GNPS_msLevel2retentionTime334.63998scanNum24	FT0661
1	C4H8N4O3P2S2	[M - H]-	C4H8N4O3P2S2	0.7733668341708543	-0.57505838881869	-0.57505838881869	0.0	2	0.11948204826368453	4.663059860643465	4.663059860643465	-3.610981527590904		284.94300	629.2572	22_all_features_Matched_for_GNPS_msLevel2retentionTime629.2572scanNum25	FT0198
1	C41H58O	[M - H]-	C41H58O	0.428643216080402	3.5	3.5	0.0	1	0.0	NaN	NaN	1.60931704183727		565.44240	411.939	23_all_features_Matched_for_GNPS_msLevel2retentionTime411.939scanNum26	FT0840
1	C27H39N3O3S4	[M - H]-	C27H39N3O3S4	0.008040201005025126	8.870074576484734	8.870074576484734	0.0	7	0.5654803796625644	4.774949408282771	7.258938827530757	-2.1539147828692737		580.17890	525.47202	24_all_features_Matched_for_GNPS_msLevel2retentionTime525.47202scanNum27	FT0891
1	C22H8	[M - H]-	C22H8	0.38341708542713576	1.1981331345067412	1.1981331345067412	0.0	1	0.0	-6.7285753900023755	6.7285753900023755	-2.670325128095647		271.05460	409.887	25_all_features_Matched_for_GNPS_msLevel2retentionTime409.887scanNum28	FT0169
1	C3H4N6O2S4	[M - H]-	C3H4N6O2S4	0.7326633165829147	5.051600512638043	5.051600512638043	0.0	2	0.4456292477150224	-0.15989204158112935	8.074008303207867	5.015813865910859		282.92200	514.71798	26_all_features_Matched_for_GNPS_msLevel2retentionTime514.71798scanNum29	FT0195
1	C4H8N4O3P2S2	[M - H]-	C4H8N4O3P2S2	0.9994974874371858	7.9637610576188695	7.9637610576188695	0.0	11	0.17018106289790946	0.11194212479146973	2.7473520589355624	5.864542228880908		284.94570	626.4798	27_all_features_Matched_for_GNPS_msLevel2retentionTime626.4798scanNum30	FT0198
1	C4H7N4O3PS3	[M - H]-	C4H7N4O3PS3	0.7874371859296482	13.337429477537778	13.337429477537778	0.0	15	0.220630044020543	2.137659641060561	5.249038763355668	3.112067122984463		284.93540	522.77802	28_all_features_Matched_for_GNPS_msLevel2retentionTime522.77802scanNum31	FT0204
1	C4H5N3O8S2	[M - H]-	C4H5N3O8S2	0.385427135678392	10.93018890531715	10.93018890531715	0.0	5	0.3914126381833386	0.5452579584615322	5.571582941952734	-11.294863349455504		285.94130	523.464	30_all_features_Matched_for_GNPS_msLevel2retentionTime523.464scanNum33	FT0217
1	C4H9N4O3P2S2	[M - H]-	C4H9N4O3P2S2	0.9999999999999999	11.499714689103516	11.499714689103516	0.0	13	0.350597474696185	-0.5217821021108744	2.7473520589355624	-2.9863714741549		285.95100	626.4798	31_all_features_Matched_for_GNPS_msLevel2retentionTime626.4798scanNum34	FT0218
1	C20H36N8O4S4	[M - H]-	C20H36N8O4S4	0.08542713567839195	6.905720187755284	6.905720187755284	0.0	4	0.39887911792696834	-0.8367911155376452	2.4305613623935263	-9.080676276494726		579.16170	522.77802	32_all_features_Matched_for_GNPS_msLevel2retentionTime522.77802scanNum35	FT0887
1	C39H64O3	[M - H]-	C39H64O3	0.7422110552763819	3.172881128622049	3.172881128622049	0.0	1	0.0	-3.5712526406841447	3.5712526406841447	-10.991828783082331		579.47190	522.77802	33_all_features_Matched_for_GNPS_msLevel2retentionTime522.77802scanNum36	FT0888
1	C14H24N5O12PS3	[M - H]-	C14H24N5O12PS3	0.02613065326633166	10.266613785883466	10.266613785883466	0.0	6	0.4040383936130251	-3.14153104011547	6.095181257111337	-4.041887873997813		580.02250	522.77802	34_all_features_Matched_for_GNPS_msLevel2retentionTime522.77802scanNum37	FT0890
1	C25H35N5O5S3	[M - H]-	C25H35N5O5S3	0.05577889447236181	7.3461081709332525	7.3461081709332525	0.0	4	0.39124986684458096	-0.6273464041154342	2.4305613623935263	-10.955077559737747		580.16640	522.77802	35_all_features_Matched_for_GNPS_msLevel2retentionTime522.77802scanNum38	FT0891
1	C3H2O16S9	[M - H]-	C3H2O16S9	0.19798994974874376	-1.9698015947147651	-1.9698015947147651	0.0	1	0.0	NaN	NaN	-3.3521957502555657		580.67370	522.77802	36_all_features_Matched_for_GNPS_msLevel2retentionTime522.77802scanNum39	FT0893
1	C26H38N4O3S4	[M - H]-	C26H38N4O3S4	0.08944723618090453	7.570507090287722	7.570507090287722	0.0	4	0.3952102096537069	0.6030312788771848	0.6574026449291557	1.2068219781581397		581.17610	523.464	37_all_features_Matched_for_GNPS_msLevel2retentionTime523.464scanNum40	FT0896
1	C19H22N12O11	[M - H]-	C19H22N12O11	5.025125628140704E-4	3.4634211669408956	3.4634211669408956	0.0	3	0.7517697026899481	-1.5562334085365008	2.485370584748429	-6.445458101832618		593.14200	300.18198	38_all_features_Matched_for_GNPS_msLevel2retentionTime300.18198scanNum41	FT0918
1	C15H24N6O18	[M - H]-	C15H24N6O18	0.04623115577889448	13.42023980604253	13.42023980604253	0.0	11	0.41953274701518206	-8.298698328337965	8.298698328337965	-9.618253581459163		575.10190	327.30402	39_all_features_Matched_for_GNPS_msLevel2retentionTime327.30402scanNum42	FT0864
1	C41H84	[M - H]-	C41H84	0.9969849246231155	3.1765294174658405	3.1765294174658405	0.0	1	0.0	NaN	NaN	-2.825050689595206		575.64840	327.30402	40_all_features_Matched_for_GNPS_msLevel2retentionTime327.30402scanNum43	FT0869
1	C14H30N6O16P2	[M - H]-	C14H30N6O16P2	0.0020100502512562816	6.022221282603828	6.022221282603828	0.0	4	0.47633402083663856	-0.9652393521880758	0.9652393521880758	-4.132278817614274		599.10960	490.692	41_all_features_Matched_for_GNPS_msLevel2retentionTime490.692scanNum44	FT0929
1	C44H56O	[M - H]-	C44H56O	0.16683417085427138	3.5	3.5	0.0	1	0.0	NaN	NaN	-3.06954661389793		599.42400	490.692	42_all_features_Matched_for_GNPS_msLevel2retentionTime490.692scanNum45	FT0930
1	C16H31N9O8P4	[M - H]-	C16H31N9O8P4	0.009045226130653268	7.853960109775628	7.853960109775628	0.0	7	0.54876866395191	-2.5659536278295487	2.9266589593575643	-5.713948484619253		600.11390	489.549	43_all_features_Matched_for_GNPS_msLevel2retentionTime489.549scanNum46	FT0933
1	C25H36N4O2	[M - H]-	C25H36N4O2	0.39899497487437185	3.1066061649947683	3.1066061649947683	0.0	5	0.052234912168821375	2.372851470379257	2.372851470379257	-2.2442586093944095		423.27560	211.80102	44_all_features_Matched_for_GNPS_msLevel2retentionTime211.80102scanNum47	FT0595
1	C6H3NO3S9	[M - H]-	C6H3NO3S9	0.5040201005025127	-2.728092798238732	-2.728092798238732	0.0	1	0.0	-5.039531065286908	5.039531065286908	-14.762376528678065		423.74640	211.80102	45_all_features_Matched_for_GNPS_msLevel2retentionTime211.80102scanNum48	FT0596
1	C17H30N2O10P4	[M - H]-	C17H30N2O10P4	0.008542713567839196	8.719433787850523	8.719433787850523	0.0	4	0.5416593271093888	1.2630316894637865	2.0501710279358787	6.943496332497701		545.08160	317.65302	46_all_features_Matched_for_GNPS_msLevel2retentionTime317.65302scanNum49	FT0823
1	C17H20N8O15	[M - H]-	C17H20N8O15	0.0020100502512562816	11.768718074580612	11.768718074580612	0.0	3	0.2541772151898734	-1.0810166542884436	1.0810166542884436	2.372656408321981		575.09890	330.057	47_all_features_Matched_for_GNPS_msLevel2retentionTime330.057scanNum50	FT0864
1	C41H84	[M - H]-	C41H84	0.9939698492462312	3.1765294174658405	3.1765294174658405	0.0	1	0.0	NaN	NaN	-8.55776573007484		575.64510	330.057	48_all_features_Matched_for_GNPS_msLevel2retentionTime330.057scanNum51	FT0869
1	C22H15N11O9	[M - H]-	C22H15N11O9	0.007035175879396986	10.740656692327757	10.740656692327757	0.0	3	0.2511255627813907	2.0908077008243464	2.0908077008243464	9.816620009256892		576.10380	330.057	49_all_features_Matched_for_GNPS_msLevel2retentionTime330.057scanNum52	FT0871
1	C23H43N7O10	[M - H]-	C23H43N7O10	0.007537688442211056	7.981409891874899	7.981409891874899	0.0	4	0.309995051954478	2.0908077008243464	3.697553764729884	-3.581696667006152		576.29780	330.057	50_all_features_Matched_for_GNPS_msLevel2retentionTime330.057scanNum53	FT0872
1	C19H32N6O7S4	[M - H]-	C19H32N6O7S4	0.010050251256281409	7.357106354790947	7.357106354790947	0.0	9	0.8250962438872124	-5.1288389143827295	5.1288389143827295	3.1641864981545966		583.11610	522.441	51_all_features_Matched_for_GNPS_msLevel2retentionTime522.441scanNum54	FT0898
1	C21H36N4O6S5	[M - H]-	C21H36N4O6S5	0.005527638190954775	7.162421990303575	7.162421990303575	0.0	5	0.4238034394640514	-1.3076268988494792	2.241388080243343	-7.7838879672298225		599.11190	491.39004	52_all_features_Matched_for_GNPS_msLevel2retentionTime491.39004scanNum55	FT0929
1	C21H19N3O10S4	[M - H]-	C21H19N3O10S4	0.0025125628140703522	7.429096748914133	7.429096748914133	0.0	5	0.38806832985930173	1.260216042257219	4.136391891970221	2.747787321077847		599.98970	491.847	53_all_features_Matched_for_GNPS_msLevel2retentionTime491.847scanNum56	FT0932
1	C18H31N7O10S3	[M - H]-	C18H31N7O10S3	0.004020100502512563	7.05017445382045	7.05017445382045	0.0	8	0.5395461573822561	2.2612453164413795	3.5656617837318967	-10.292576617697359		600.11600	491.619	54_all_features_Matched_for_GNPS_msLevel2retentionTime491.619scanNum57	FT0933
1	C20H28N10O5S4	[M - H]-	C20H28N10O5S4	0.016080402010050253	25.253019429474833	25.253019429474833	0.0	19	0.6689663556514602	-3.6036894882147283	4.384887759833943	-12.553361700723965		615.09770	447.375	55_all_features_Matched_for_GNPS_msLevel2retentionTime447.375scanNum58	FT0960
1	C36H34OS4	[M - H]-	C36H34OS4	0.0020100502512562816	6.717622283813519	6.717622283813519	0.0	3	0.8265536723163842	-0.4062325779459819	0.4062325779459819	-6.68691918443252		609.13790	364.77198	56_all_features_Matched_for_GNPS_msLevel2retentionTime364.77198scanNum59	FT0944
1	C21H20O12	[M - H]-	C21H20O12	0.9999999999999999	27.27855145202011	27.27855145202011	0.0	7	0.7229330499468651	-2.9369919329357557	2.9369919329357557	-3.2383307692162537		463.08670	374.65698	57_all_features_Matched_for_GNPS_msLevel2retentionTime374.65698scanNum60	FT0704
1	C15H15N9O9	[M - H]-	C15H15N9O9	0.9326633165829147	38.42036169903483	38.42036169903483	0.0	13	0.9229983098148657	-1.0159415093679032	2.4581645449915754	2.592996601949437		464.09320	374.88498	58_all_features_Matched_for_GNPS_msLevel2retentionTime374.88498scanNum61	FT0710
1	C19H14N12O6	[M - H]-	C19H14N12O6	0.37487437185929645	28.665668600384038	28.665668600384038	0.0	10	0.8992248062015507	1.8942528559696605	3.436668784395994	-5.839799292380981		505.10570	398.38098	59_all_features_Matched_for_GNPS_msLevel2retentionTime398.38098scanNum62	FT0772
1	C21H50N10O4	[M - H]-	C21H50N10O4	0.521105527638191	25.917653070518462	25.917653070518462	0.0	13	0.862464183381089	3.615913805060583	3.6670039159210406	-0.14568409149843028		505.39430	398.38098	60_all_features_Matched_for_GNPS_msLevel2retentionTime398.38098scanNum63	FT0774
1	C12H5NO13S8	[M - H]-	C12H5NO13S8	0.157286432160804	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	-9.877546283543099		625.73920	330.96798	61_all_features_Matched_for_GNPS_msLevel2retentionTime330.96798scanNum64	FT0969
1	C45H90O13	[M - H]-	C45H90O13	0.0030150753768844224	3.0628113517719675	3.0628113517719675	0.0	1	0.0	-0.807621212242787	0.807621212242787	-1.9895293877774995		837.62920	604.5792	62_all_features_Matched_for_GNPS_msLevel2retentionTime604.5792scanNum65	FT1120
1	C55H97N5O6	[M - H]-	C55H97N5O6	0.0010050251256281408	6.799948041099807	6.799948041099807	0.0	4	0.4383351251727845	-5.576562050994698	5.576562050994698	-4.886978473406457		922.73210	685.5372	63_all_features_Matched_for_GNPS_msLevel2retentionTime685.5372scanNum66	FT1155
1	C15H22N6O7S3	[M - H]-	C15H22N6O7S3	0.013065326633165831	23.425481724168208	23.425481724168208	0.0	12	0.8455666691734977	-5.229605454862417	5.229605454862417	-0.2709424406922532		493.06380	413.07804	64_all_features_Matched_for_GNPS_msLevel2retentionTime413.07804scanNum67	FT0749
1	C16H23N3O11P2	[M - H]-	C16H23N3O11P2	0.0065326633165829154	10.205881382772803	10.205881382772803	0.0	4	0.7649111675126904	2.4608162112912697	2.4608162112912697	-8.51168835925943		494.06930	412.84998	65_all_features_Matched_for_GNPS_msLevel2retentionTime412.84998scanNum68	FT0751
1	C28H62N5O4PS2	[M - H]-	C28H62N5O4PS2	0.5763819095477387	10.511881777315374	10.511881777315374	0.0	7	0.47653830421317117	-2.993521819572461	4.661343361729839	-8.31379570280406		626.38560	328.23804	66_all_features_Matched_for_GNPS_msLevel2retentionTime328.23804scanNum69	FT0972
1	C36H75O18	[M - H]-	C36H75O18	0.0015075376884422112	1.1307142056625255	1.1307142056625255	0.0	1	0.0	-7.104131906842494	7.104131906842494	-5.241274127073062		794.48390	559.329	67_all_features_Matched_for_GNPS_msLevel2retentionTime559.329scanNum70	FT1076
1	C11H24N6O8P2S2	[M - H]-	C11H24N6O8P2S2	0.02361809045226131	21.86937380830903	21.86937380830903	0.0	12	0.9493180980464434	9.23274245727968	9.23274245727968	4.359507018760044		493.05210	413.79	68_all_features_Matched_for_GNPS_msLevel2retentionTime413.79scanNum71p	FT0749
1	C18H38N6O10S4	[M - H]-	C18H38N6O10S4	0.014572864321608042	25.83292561615059	25.83292561615059	0.0	10	0.9338589126650968	-2.3519239465283115	2.3519239465283115	0.24160126831514223		625.14610	328.72098	69_all_features_Matched_for_GNPS_msLevel2retentionTime328.72098scanNum72	FT0967
1	C17H33N13O5S4	[M - H]-	C17H33N13O5S4	0.0075376884422110576	24.587900161966324	24.587900161966324	0.0	10	0.9338589126650968	-2.6315731215031954	2.6315731215031954	-10.011545058356267		626.14750	328.72098	70_all_features_Matched_for_GNPS_msLevel2retentionTime328.72098scanNum73	FT0971
1	C36H59NO8	[M - H]-	C36H59NO8	0.16633165829145735	0.9823598311633757	0.9823598311633757	0.0	1	0.0	0.21916568626062516	0.21916568626062516	-1.093261081564063		632.41610	599.361	71_all_features_Matched_for_GNPS_msLevel2retentionTime599.361scanNum74	FT0979
1	C45H57NO4	[M - H]-	C45H57NO4	0.009547738693467337	1.9766989491252873	1.9766989491252873	0.0	2	0.2042239081402501	4.643240501008853	4.643240501008853	1.063351844779009		674.42220	641.4468	72_all_features_Matched_for_GNPS_msLevel2retentionTime641.4468scanNum75	FT0999
1	C47H97N	[M - H]-	C47H97N	0.30301507537688444	0.45574315524294573	0.45574315524294573	0.0	1	0.0	1.8886055132111288	1.8886055132111288	2.481410835680899		674.75650	641.4468	73_all_features_Matched_for_GNPS_msLevel2retentionTime641.4468scanNum76	FT1000
1	C31H60N6O10	[M - H]-	C31H60N6O10	0.8030150753768844	7.0671205631824465	7.0671205631824465	0.0	4	0.7220079621796467	1.3069786958780338	1.4059694076293732	-5.501220502779417		675.42610	641.2182	74_all_features_Matched_for_GNPS_msLevel2retentionTime641.2182scanNum77	FT1003
1	C47H89N17O2	[M - H]-	C47H89N17O2	5.025125628140704E-4	3.4308709971031166	3.4308709971031166	0.0	4	0.7310344827586208	2.4000480577021905	2.4000480577021905	8.519595723940164		922.73910	681.603	75_all_features_Matched_for_GNPS_msLevel2retentionTime681.603scanNum78	FT1155
1	C6H14N4O8	[M - H]-	C6H14N4O8	0.4020100502512563	4.721555795130608	4.721555795130608	0.0	2	0.3473389355742297	-1.7608945576756962	4.33655254294628	0.4201226822240681		269.07400	655.113	76_all_features_Matched_for_GNPS_msLevel2retentionTime655.113scanNum79	FT0163
1	C6H2N4O2	[M - H]-	C6H2N4O2	0.707035175879397	1.0	1.0	0.0	1	0.0	NaN	NaN	11.807463838519928		161.01240	437.01	77_all_features_Matched_for_GNPS_msLevel2retentionTime437.01scanNum80p	FT0047
1	C9H8NO5PS8	[M - H]-	C9H8NO5PS8	0.6185929648241206	0.7829566747321599	0.7829566747321599	0.0	6	0.01776231767157357	3.030325119861456	5.019275781759596	-6.253847792838754		495.78020	505.38	78_all_features_Matched_for_GNPS_msLevel2retentionTime505.38scanNum81p	FT0754
1	C33H38O4	[M - H]-	C33H38O4	0.6301507537688443	3.0721470865591813	3.0721470865591813	0.0	1	0.0	-4.511141296301717	4.511141296301717	-12.937298830300655		497.26330	552.993	79_all_features_Matched_for_GNPS_msLevel2retentionTime552.993scanNum82	FT0758
1	C4H6N2O5	[M - H]-	C4H6N2O5	0.7552763819095477	0.5762261103522843	0.5762261103522843	0.0	1	0.0	-5.557338766107672	5.557338766107672	-8.662579629965723		161.01900	443.68902	80_all_features_Matched_for_GNPS_msLevel2retentionTime443.68902scanNum83	FT0047
1	C4H10N2O7	[M - H]-	C4H10N2O7	0.9999999999999999	22.474193966175676	22.474193966175676	0.0	4	1.0	-2.1198831476645625	2.2194380681826025	-9.258072913409743		197.03970	443.91702	81_all_features_Matched_for_GNPS_msLevel2retentionTime443.91702scanNum84	FT0102
1	C8H16N4O12	[M - H]-	C8H16N4O12	0.9145728643216081	12.666094169943488	12.666094169943488	0.0	4	1.0	-6.962993087257008	6.962993087257008	-6.9499619691847725		359.06670	443.68902	82_all_features_Matched_for_GNPS_msLevel2retentionTime443.68902scanNum85	FT0450
1	C21H20O11	[M - H]-	C21H20O11	0.9999999999999999	21.692828827693514	21.692828827693514	0.0	5	0.8448576409064498	4.6634168690782944	5.692035880067982	-0.4138017550822964		447.09310	399.78102	83_all_features_Matched_for_GNPS_msLevel2retentionTime399.78102scanNum86	FT0660
1	C14H26N16O4	[M - H]-	C14H26N16O4	0.13718592964824122	23.40010920094805	23.40010920094805	0.0	9	0.9478181263350623	-5.968584074582645	5.968584074582645	3.4976032928060423		481.22670	301.78398	84_all_features_Matched_for_GNPS_msLevel2retentionTime301.78398scanNum87	FT0735
1	C29H38O7	[M - H]-	C29H38O7	0.5743718592964824	3.2820688235854387	3.2820688235854387	0.0	1	0.0	2.479400569547497	2.479400569547497	0.2471492280716054		497.25460	555.46302	85_all_features_Matched_for_GNPS_msLevel2retentionTime555.46302scanNum88	FT0759
1	C21H40N2O12	[M - H]-	C21H40N2O12	0.142713567839196	18.371478134119776	18.371478134119776	0.0	16	0.7474434103182811	-1.6587100051738832	4.893055621380359	-7.918422001685197		511.24680	457.75098	86_all_features_Matched_for_GNPS_msLevel2retentionTime457.75098scanNum89	FT0783
1	C33H70NO2	[M - H]-	C33H70NO2	0.8472361809045227	9.034618875024304	9.034618875024304	0.0	6	0.12240223937568921	-3.2807202107825204	3.2807202107825204	6.687636335273673		511.53680	457.75098	87_all_features_Matched_for_GNPS_msLevel2retentionTime457.75098scanNum90	FT0784
1	C16H31N15O5	[M - H]-	C16H31N15O5	0.40402010050251264	39.99543508090797	39.99543508090797	0.0	15	0.8570237212750185	0.34623320207764097	4.914207917966839	-7.384331213112616		512.25220	457.98	88_all_features_Matched_for_GNPS_msLevel2retentionTime457.98scanNum91p	FT0785
1	C19H16N6O12	[M - H]-	C19H16N6O12	0.020603015075376884	19.98337885630552	19.98337885630552	0.0	8	0.6145733461169703	-3.4700747902934252	4.400244033394286	-3.9368233916192565		519.07330	480.73098	89_all_features_Matched_for_GNPS_msLevel2retentionTime480.73098scanNum92	FT0791
1	C18H38N8O11	[M - H]-	C18H38N8O11	0.11407035175879399	38.089697562184156	38.089697562184156	0.0	20	0.734405685962779	-5.004632079745005	6.01368659410884	-7.995471093341609		541.25440	508.57098	90_all_features_Matched_for_GNPS_msLevel2retentionTime508.57098scanNum93	FT0817
1	C23H22N12O8	[M - H]-	C23H22N12O8	0.039698492462311566	23.260558442008765	23.260558442008765	0.0	8	0.9323785619371033	2.5640612089590364	2.5640612089590364	-3.8424986857945105		593.15880	373.31598	91_all_features_Matched_for_GNPS_msLevel2retentionTime373.31598scanNum94	FT0917
1	C44H36O11	[M - H]-	C44H36O11	0.0020100502512562816	3.2713987775181788	3.2713987775181788	0.0	1	0.0	2.5898637139756784	2.5898637139756784	2.8604182439455594		739.22060	357.93798	92_all_features_Matched_for_GNPS_msLevel2retentionTime357.93798scanNum95	FT1034
1	C5H2N6O	[M - H]-	C5H2N6O	0.8989949748743719	18.759198920367666	18.759198920367666	0.0	3	0.5653295128939828	3.8435238015155937	3.8435238015155937	-3.926391693160702		161.02110	443.05704	93_all_features_Matched_for_GNPS_msLevel2retentionTime443.05704scanNum96	FT0047
1	C7H8N3O4	[M - H]-	C7H8N3O4	0.7854271356783921	25.316366526890786	25.316366526890786	0.0	8	0.878024691358025	-0.7973316624351668	6.391889826671752	-7.634304186049895		197.04270	442.82898	94_all_features_Matched_for_GNPS_msLevel2retentionTime442.82898scanNum97	FT0102
1	C31H66N3O	[M - H]-	C31H66N3O	0.9999999999999999	13.452309465705648	13.452309465705648	0.0	10	0.6057409513352418	-1.776904605456576	3.9679240563312224	-16.775370398864716		495.50500	507.723	95_all_features_Matched_for_GNPS_msLevel2retentionTime507.723scanNum98	FT0753
1	C34H67N12O6PS3	[M - H]-	C34H67N12O6PS3	0.0015075376884422112	39.05965653511448	39.05965653511448	0.0	22	0.7977543665095648	2.084974585174395	3.1384823238191215	-11.614286552283412		865.40330	299.47698	96_all_features_Matched_for_GNPS_msLevel2retentionTime299.47698scanNum99	FT1130
